origin,split,model,bucket,score,n_rows,actual_sum
2022-04-14,selection,ensemble_bucket_selected,1-7,0.46372033416332253,168.0,222.0
2022-04-14,selection,ensemble_bucket_selected,15-21,0.395619977985274,168.0,218.0
2022-04-14,selection,ensemble_bucket_selected,22-28,0.44323348526220957,168.0,327.0
2022-04-14,selection,ensemble_bucket_selected,8-14,0.5069100511493514,168.0,301.0
2022-04-14,selection,ensemble_selected,1-7,0.4606211287833312,168.0,222.0
2022-04-14,selection,ensemble_selected,15-21,0.3760954061252021,168.0,218.0
2022-04-14,selection,ensemble_selected,22-28,0.44323348526220957,168.0,327.0
2022-04-14,selection,ensemble_selected,8-14,0.5069100511493514,168.0,301.0
2022-04-14,selection,etr,1-7,0.4606211287833312,168.0,222.0
2022-04-14,selection,etr,15-21,0.3760954061252021,168.0,218.0
2022-04-14,selection,etr,22-28,0.44323348526220957,168.0,327.0
2022-04-14,selection,etr,8-14,0.5069100511493514,168.0,301.0
2022-04-14,selection,item_topdown,1-7,0.43261692542195723,168.0,222.0
2022-04-14,selection,item_topdown,15-21,0.4498972130741206,168.0,218.0
2022-04-14,selection,item_topdown,22-28,0.3706591871929301,168.0,327.0
2022-04-14,selection,item_topdown,8-14,0.4700805089251453,168.0,301.0
2022-04-14,selection,lgbm,1-7,0.42754900717630234,168.0,222.0
2022-04-14,selection,lgbm,15-21,0.438529965466088,168.0,218.0
2022-04-14,selection,lgbm,22-28,0.34454669057952975,168.0,327.0
2022-04-14,selection,lgbm,8-14,0.4557569654841122,168.0,301.0
2022-04-14,selection,wbaseline,1-7,0.3719007787035385,168.0,222.0
2022-04-14,selection,wbaseline,15-21,0.45410803587195175,168.0,218.0
2022-04-14,selection,wbaseline,22-28,0.31903218314476367,168.0,327.0
2022-04-14,selection,wbaseline,8-14,0.4189519464357695,168.0,301.0
2022-04-21,selection,ensemble_bucket_selected,1-7,0.5048096243849401,168.0,301.0
2022-04-21,selection,ensemble_bucket_selected,15-21,0.4438039679393037,168.0,327.0
2022-04-21,selection,ensemble_bucket_selected,22-28,0.5175356493890763,168.0,327.0
2022-04-21,selection,ensemble_bucket_selected,8-14,0.3463802607775822,168.0,218.0
2022-04-21,selection,ensemble_selected,1-7,0.5159547530936754,168.0,301.0
2022-04-21,selection,ensemble_selected,15-21,0.4478216493512474,168.0,327.0
2022-04-21,selection,ensemble_selected,22-28,0.5175356493890763,168.0,327.0
2022-04-21,selection,ensemble_selected,8-14,0.3463802607775822,168.0,218.0
2022-04-21,selection,etr,1-7,0.5159547530936754,168.0,301.0
2022-04-21,selection,etr,15-21,0.4478216493512474,168.0,327.0
2022-04-21,selection,etr,22-28,0.5175356493890763,168.0,327.0
2022-04-21,selection,etr,8-14,0.3463802607775822,168.0,218.0
2022-04-21,selection,item_topdown,1-7,0.4596131476409983,168.0,301.0
2022-04-21,selection,item_topdown,15-21,0.3551769784669753,168.0,327.0
2022-04-21,selection,item_topdown,22-28,0.40035213962939,168.0,327.0
2022-04-21,selection,item_topdown,8-14,0.43476699125747176,168.0,218.0
2022-04-21,selection,lgbm,1-7,0.46906973840485944,168.0,301.0
2022-04-21,selection,lgbm,15-21,0.37139629569862326,168.0,327.0
2022-04-21,selection,lgbm,22-28,0.3388495966377665,168.0,327.0
2022-04-21,selection,lgbm,8-14,0.4416215897339839,168.0,218.0
2022-04-21,selection,wbaseline,1-7,0.3970226740512359,168.0,301.0
2022-04-21,selection,wbaseline,15-21,0.3187088952799836,168.0,327.0
2022-04-21,selection,wbaseline,22-28,0.3455874693989123,168.0,327.0
2022-04-21,selection,wbaseline,8-14,0.41257546350224317,168.0,218.0
2022-04-28,selection,ensemble_bucket_selected,1-7,0.31453126889768357,168.0,218.0
2022-04-28,selection,ensemble_bucket_selected,15-21,0.5946622805581294,168.0,327.0
2022-04-28,selection,ensemble_bucket_selected,22-28,0.5005611038711999,168.0,455.0
2022-04-28,selection,ensemble_bucket_selected,8-14,0.4950745193717015,168.0,327.0
2022-04-28,selection,ensemble_selected,1-7,0.2303202264361954,168.0,218.0
2022-04-28,selection,ensemble_selected,15-21,0.5919090101200195,168.0,327.0
2022-04-28,selection,ensemble_selected,22-28,0.5005611038711999,168.0,455.0
2022-04-28,selection,ensemble_selected,8-14,0.4950745193717015,168.0,327.0
2022-04-28,selection,etr,1-7,0.2303202264361954,168.0,218.0
2022-04-28,selection,etr,15-21,0.5919090101200195,168.0,327.0
2022-04-28,selection,etr,22-28,0.5005611038711999,168.0,455.0
2022-04-28,selection,etr,8-14,0.4950745193717015,168.0,327.0
2022-04-28,selection,item_topdown,1-7,0.41886595826969564,168.0,218.0
2022-04-28,selection,item_topdown,15-21,0.49622752647508134,168.0,327.0
2022-04-28,selection,item_topdown,22-28,0.3725035698617769,168.0,455.0
2022-04-28,selection,item_topdown,8-14,0.42344392187052954,168.0,327.0
2022-04-28,selection,lgbm,1-7,0.3830247775618995,168.0,218.0
2022-04-28,selection,lgbm,15-21,0.4954892026251693,168.0,327.0
2022-04-28,selection,lgbm,22-28,0.3677576160040121,168.0,455.0
2022-04-28,selection,lgbm,8-14,0.4210319434512817,168.0,327.0
2022-04-28,selection,wbaseline,1-7,0.4176177790942918,168.0,218.0
2022-04-28,selection,wbaseline,15-21,0.4539611505249741,168.0,327.0
2022-04-28,selection,wbaseline,22-28,0.32260364430830685,168.0,455.0
2022-04-28,selection,wbaseline,8-14,0.377889554202849,168.0,327.0
2022-05-05,selection,ensemble_bucket_selected,1-7,0.4429085934244408,168.0,327.0
2022-05-05,selection,ensemble_bucket_selected,15-21,0.4734811060336054,168.0,455.0
2022-05-05,selection,ensemble_bucket_selected,22-28,0.3291263734161345,168.0,756.0
2022-05-05,selection,ensemble_bucket_selected,8-14,0.5720240933534129,168.0,327.0
2022-05-05,selection,ensemble_selected,1-7,0.45365404706574436,168.0,327.0
2022-05-05,selection,ensemble_selected,15-21,0.48219710401814014,168.0,455.0
2022-05-05,selection,ensemble_selected,22-28,0.3291263734161345,168.0,756.0
2022-05-05,selection,ensemble_selected,8-14,0.5720240933534129,168.0,327.0
2022-05-05,selection,etr,1-7,0.45365404706574436,168.0,327.0
2022-05-05,selection,etr,15-21,0.48219710401814014,168.0,455.0
2022-05-05,selection,etr,22-28,0.3291263734161345,168.0,756.0
2022-05-05,selection,etr,8-14,0.5720240933534129,168.0,327.0
2022-05-05,selection,item_topdown,1-7,0.3864293398709985,168.0,327.0
2022-05-05,selection,item_topdown,15-21,0.3358423815691164,168.0,455.0
2022-05-05,selection,item_topdown,22-28,0.2223714298990833,168.0,756.0
2022-05-05,selection,item_topdown,8-14,0.4392419203674938,168.0,327.0
2022-05-05,selection,lgbm,1-7,0.43337715131531473,168.0,327.0
2022-05-05,selection,lgbm,15-21,0.3683778555938826,168.0,455.0
2022-05-05,selection,lgbm,22-28,0.23937036315673021,168.0,756.0
2022-05-05,selection,lgbm,8-14,0.4748320841778102,168.0,327.0
2022-05-05,selection,wbaseline,1-7,0.3392339853621442,168.0,327.0
2022-05-05,selection,wbaseline,15-21,0.30482115589561676,168.0,455.0
2022-05-05,selection,wbaseline,22-28,0.191544478975927,168.0,756.0
2022-05-05,selection,wbaseline,8-14,0.3904839977998657,168.0,327.0
2022-05-12,selection,ensemble_bucket_selected,1-7,0.5779090680413614,168.0,327.0
2022-05-12,selection,ensemble_bucket_selected,15-21,0.3484429679437321,168.0,756.0
2022-05-12,selection,ensemble_bucket_selected,22-28,0.4499705805517336,168.0,645.0
2022-05-12,selection,ensemble_bucket_selected,8-14,0.5356223090840928,168.0,455.0
2022-05-12,selection,ensemble_selected,1-7,0.5742054864303254,168.0,327.0
2022-05-12,selection,ensemble_selected,15-21,0.3516951650382124,168.0,756.0
2022-05-12,selection,ensemble_selected,22-28,0.4499705805517336,168.0,645.0
2022-05-12,selection,ensemble_selected,8-14,0.5356223090840928,168.0,455.0
2022-05-12,selection,etr,1-7,0.5742054864303254,168.0,327.0
2022-05-12,selection,etr,15-21,0.3516951650382124,168.0,756.0
2022-05-12,selection,etr,22-28,0.4499705805517336,168.0,645.0
2022-05-12,selection,etr,8-14,0.5356223090840928,168.0,455.0
2022-05-12,selection,item_topdown,1-7,0.5106951082923127,168.0,327.0
2022-05-12,selection,item_topdown,15-21,0.26024468950867585,168.0,756.0
2022-05-12,selection,item_topdown,22-28,0.3135275809928361,168.0,645.0
2022-05-12,selection,item_topdown,8-14,0.39199146358564785,168.0,455.0
2022-05-12,selection,lgbm,1-7,0.5214981631530343,168.0,327.0
2022-05-12,selection,lgbm,15-21,0.2859778314035776,168.0,756.0
2022-05-12,selection,lgbm,22-28,0.3776215572224153,168.0,645.0
2022-05-12,selection,lgbm,8-14,0.4330784424224983,168.0,455.0
2022-05-12,selection,wbaseline,1-7,0.4559556865015887,168.0,327.0
2022-05-12,selection,wbaseline,15-21,0.2423581757088652,168.0,756.0
2022-05-12,selection,wbaseline,22-28,0.30497820704887,168.0,645.0
2022-05-12,selection,wbaseline,8-14,0.36395356694395803,168.0,455.0
2022-05-19,selection,ensemble_bucket_selected,1-7,0.4943802890046062,168.0,455.0
2022-05-19,selection,ensemble_bucket_selected,15-21,0.4784750027489519,168.0,645.0
2022-05-19,selection,ensemble_bucket_selected,22-28,0.3099232534959964,168.0,947.0
2022-05-19,selection,ensemble_bucket_selected,8-14,0.3457381288978511,168.0,756.0
2022-05-19,selection,ensemble_selected,1-7,0.5149965793262495,168.0,455.0
2022-05-19,selection,ensemble_selected,15-21,0.4773810548276218,168.0,645.0
2022-05-19,selection,ensemble_selected,22-28,0.3099232534959964,168.0,947.0
2022-05-19,selection,ensemble_selected,8-14,0.3457381288978511,168.0,756.0
2022-05-19,selection,etr,1-7,0.5149965793262495,168.0,455.0
2022-05-19,selection,etr,15-21,0.4773810548276218,168.0,645.0
2022-05-19,selection,etr,22-28,0.3099232534959964,168.0,947.0
2022-05-19,selection,etr,8-14,0.3457381288978511,168.0,756.0
2022-05-19,selection,item_topdown,1-7,0.42854070639478725,168.0,455.0
2022-05-19,selection,item_topdown,15-21,0.35154168484404524,168.0,645.0
2022-05-19,selection,item_topdown,22-28,0.2530058817653091,168.0,947.0
2022-05-19,selection,item_topdown,8-14,0.29585086605772354,168.0,756.0
2022-05-19,selection,lgbm,1-7,0.4545078116315436,168.0,455.0
2022-05-19,selection,lgbm,15-21,0.39649049993716595,168.0,645.0
2022-05-19,selection,lgbm,22-28,0.2604381362572516,168.0,947.0
2022-05-19,selection,lgbm,8-14,0.29602234925248444,168.0,756.0
2022-05-19,selection,wbaseline,1-7,0.3912948804771912,168.0,455.0
2022-05-19,selection,wbaseline,15-21,0.3445573804180201,168.0,645.0
2022-05-19,selection,wbaseline,22-28,0.24590233120017368,168.0,947.0
2022-05-19,selection,wbaseline,8-14,0.283810304690912,168.0,756.0
2022-05-26,selection,ensemble_bucket_selected,1-7,0.3504465763889481,168.0,756.0
2022-05-26,selection,ensemble_bucket_selected,15-21,0.3636381391549746,168.0,947.0
2022-05-26,selection,ensemble_bucket_selected,22-28,0.46259658225065203,168.0,1075.0
2022-05-26,selection,ensemble_bucket_selected,8-14,0.473699166126158,168.0,645.0
2022-05-26,selection,ensemble_selected,1-7,0.35456673586580767,168.0,756.0
2022-05-26,selection,ensemble_selected,15-21,0.36338094814491134,168.0,947.0
2022-05-26,selection,ensemble_selected,22-28,0.46259658225065203,168.0,1075.0
2022-05-26,selection,ensemble_selected,8-14,0.473699166126158,168.0,645.0
2022-05-26,selection,etr,1-7,0.35456673586580767,168.0,756.0
2022-05-26,selection,etr,15-21,0.36338094814491134,168.0,947.0
2022-05-26,selection,etr,22-28,0.46259658225065203,168.0,1075.0
2022-05-26,selection,etr,8-14,0.473699166126158,168.0,645.0
2022-05-26,selection,item_topdown,1-7,0.3245956608605853,168.0,756.0
2022-05-26,selection,item_topdown,15-21,0.31231226373173887,168.0,947.0
2022-05-26,selection,item_topdown,22-28,0.33805139841160703,168.0,1075.0
2022-05-26,selection,item_topdown,8-14,0.3966263435950802,168.0,645.0
2022-05-26,selection,lgbm,1-7,0.34075672416091624,168.0,756.0
2022-05-26,selection,lgbm,15-21,0.3347489422890759,168.0,947.0
2022-05-26,selection,lgbm,22-28,0.38413900563917663,168.0,1075.0
2022-05-26,selection,lgbm,8-14,0.44304501851595496,168.0,645.0
2022-05-26,selection,wbaseline,1-7,0.30752170085045816,168.0,756.0
2022-05-26,selection,wbaseline,15-21,0.3104729288510184,168.0,947.0
2022-05-26,selection,wbaseline,22-28,0.3368114449132447,168.0,1075.0
2022-05-26,selection,wbaseline,8-14,0.37543854981845737,168.0,645.0
2022-06-02,selection,ensemble_bucket_selected,1-7,0.4787875452891539,168.0,645.0
2022-06-02,selection,ensemble_bucket_selected,15-21,0.5698261628951945,168.0,1075.0
2022-06-02,selection,ensemble_bucket_selected,22-28,0.5985031887902119,168.0,764.0
2022-06-02,selection,ensemble_bucket_selected,8-14,0.3565508812276303,168.0,947.0
2022-06-02,selection,ensemble_selected,1-7,0.4639292181583848,168.0,645.0
2022-06-02,selection,ensemble_selected,15-21,0.5673890501417496,168.0,1075.0
2022-06-02,selection,ensemble_selected,22-28,0.5985031887902119,168.0,764.0
2022-06-02,selection,ensemble_selected,8-14,0.3565508812276303,168.0,947.0
2022-06-02,selection,etr,1-7,0.4639292181583848,168.0,645.0
2022-06-02,selection,etr,15-21,0.5673890501417496,168.0,1075.0
2022-06-02,selection,etr,22-28,0.5985031887902119,168.0,764.0
2022-06-02,selection,etr,8-14,0.3565508812276303,168.0,947.0
2022-06-02,selection,item_topdown,1-7,0.4549438924482439,168.0,645.0
2022-06-02,selection,item_topdown,15-21,0.4435279710940931,168.0,1075.0
2022-06-02,selection,item_topdown,22-28,0.5438827496804657,168.0,764.0
2022-06-02,selection,item_topdown,8-14,0.3812914278354213,168.0,947.0
2022-06-02,selection,lgbm,1-7,0.42207441944062274,168.0,645.0
2022-06-02,selection,lgbm,15-21,0.5652890289554382,168.0,1075.0
2022-06-02,selection,lgbm,22-28,0.5736698155691792,168.0,764.0
2022-06-02,selection,lgbm,8-14,0.36443437586769667,168.0,947.0
2022-06-02,selection,wbaseline,1-7,0.40029558200309706,168.0,645.0
2022-06-02,selection,wbaseline,15-21,0.3754594864597976,168.0,1075.0
2022-06-02,selection,wbaseline,22-28,0.4630612731417319,168.0,764.0
2022-06-02,selection,wbaseline,8-14,0.3673503017365049,168.0,947.0
2022-06-09,holdout,ensemble_bucket_selected,1-7,0.384218832785256,168.0,947.0
2022-06-09,holdout,ensemble_bucket_selected,15-21,0.6023946437222248,168.0,764.0
2022-06-09,holdout,ensemble_bucket_selected,22-28,0.5992220553990654,168.0,852.0
2022-06-09,holdout,ensemble_bucket_selected,8-14,0.5404484847601335,168.0,1075.0
2022-06-09,holdout,ensemble_selected,1-7,0.38023453661134693,168.0,947.0
2022-06-09,holdout,ensemble_selected,15-21,0.6007914997492293,168.0,764.0
2022-06-09,holdout,ensemble_selected,22-28,0.5992220553990654,168.0,852.0
2022-06-09,holdout,ensemble_selected,8-14,0.5404484847601335,168.0,1075.0
2022-06-09,holdout,etr,1-7,0.38023453661134693,168.0,947.0
2022-06-09,holdout,etr,15-21,0.6007914997492293,168.0,764.0
2022-06-09,holdout,etr,22-28,0.5992220553990654,168.0,852.0
2022-06-09,holdout,etr,8-14,0.5404484847601335,168.0,1075.0
2022-06-09,holdout,item_topdown,1-7,0.37930157942390985,168.0,947.0
2022-06-09,holdout,item_topdown,15-21,0.5660534541181265,168.0,764.0
2022-06-09,holdout,item_topdown,22-28,0.5674501258418453,168.0,852.0
2022-06-09,holdout,item_topdown,8-14,0.4247808728644242,168.0,1075.0
2022-06-09,holdout,lgbm,1-7,0.37125212902697047,168.0,947.0
2022-06-09,holdout,lgbm,15-21,0.5127554970605538,168.0,764.0
2022-06-09,holdout,lgbm,22-28,0.5837060149355597,168.0,852.0
2022-06-09,holdout,lgbm,8-14,0.5476663219240013,168.0,1075.0
2022-06-09,holdout,wbaseline,1-7,0.3436340711507463,168.0,947.0
2022-06-09,holdout,wbaseline,15-21,0.48285565454709667,168.0,764.0
2022-06-09,holdout,wbaseline,22-28,0.4708021299786273,168.0,852.0
2022-06-09,holdout,wbaseline,8-14,0.35777415037220794,168.0,1075.0
2022-06-16,holdout,ensemble_bucket_selected,1-7,0.5803279309434612,168.0,1075.0
2022-06-16,holdout,ensemble_bucket_selected,15-21,0.6280470620045662,168.0,852.0
2022-06-16,holdout,ensemble_bucket_selected,22-28,0.5343663930832657,168.0,818.0
2022-06-16,holdout,ensemble_bucket_selected,8-14,0.5967620068162035,168.0,764.0
2022-06-16,holdout,ensemble_selected,1-7,0.5848532626180883,168.0,1075.0
2022-06-16,holdout,ensemble_selected,15-21,0.6265250242055868,168.0,852.0
2022-06-16,holdout,ensemble_selected,22-28,0.5343663930832657,168.0,818.0
2022-06-16,holdout,ensemble_selected,8-14,0.5967620068162035,168.0,764.0
2022-06-16,holdout,etr,1-7,0.5848532626180883,168.0,1075.0
2022-06-16,holdout,etr,15-21,0.6265250242055868,168.0,852.0
2022-06-16,holdout,etr,22-28,0.5343663930832657,168.0,818.0
2022-06-16,holdout,etr,8-14,0.5967620068162035,168.0,764.0
2022-06-16,holdout,item_topdown,1-7,0.5054558486955427,168.0,1075.0
2022-06-16,holdout,item_topdown,15-21,0.5658938407551902,168.0,852.0
2022-06-16,holdout,item_topdown,22-28,0.4999670132174834,168.0,818.0
2022-06-16,holdout,item_topdown,8-14,0.4807353081320348,168.0,764.0
2022-06-16,holdout,lgbm,1-7,0.500923266626844,168.0,1075.0
2022-06-16,holdout,lgbm,15-21,0.630703953920116,168.0,852.0
2022-06-16,holdout,lgbm,22-28,0.5722884102496443,168.0,818.0
2022-06-16,holdout,lgbm,8-14,0.5770565138304529,168.0,764.0
2022-06-16,holdout,wbaseline,1-7,0.4024445280688523,168.0,1075.0
2022-06-16,holdout,wbaseline,15-21,0.4819762475927229,168.0,852.0
2022-06-16,holdout,wbaseline,22-28,0.4195232149256849,168.0,818.0
2022-06-16,holdout,wbaseline,8-14,0.4511534895832234,168.0,764.0
ALL_HOLDOUT,holdout,ensemble_bucket_selected,1-7,0.4884805936754986,336.0,2022.0
ALL_HOLDOUT,holdout,ensemble_bucket_selected,15-21,0.6159193097968255,336.0,1616.0
ALL_HOLDOUT,holdout,ensemble_bucket_selected,22-28,0.5674544315821048,336.0,1670.0
ALL_HOLDOUT,holdout,ensemble_bucket_selected,8-14,0.5638435531945203,336.0,1839.0
ALL_HOLDOUT,holdout,ensemble_selected,1-7,0.4890204567187885,336.0,2022.0
ALL_HOLDOUT,holdout,ensemble_selected,15-21,0.6143589272472593,336.0,1616.0
ALL_HOLDOUT,holdout,ensemble_selected,22-28,0.5674544315821048,336.0,1670.0
ALL_HOLDOUT,holdout,ensemble_selected,8-14,0.5638435531945203,336.0,1839.0
ALL_HOLDOUT,holdout,etr,1-7,0.4890204567187885,336.0,2022.0
ALL_HOLDOUT,holdout,etr,15-21,0.6143589272472593,336.0,1616.0
ALL_HOLDOUT,holdout,etr,22-28,0.5674544315821048,336.0,1670.0
ALL_HOLDOUT,holdout,etr,8-14,0.5638435531945203,336.0,1839.0
ALL_HOLDOUT,holdout,item_topdown,1-7,0.4463717275282645,336.0,2022.0
ALL_HOLDOUT,holdout,item_topdown,15-21,0.5659693015282615,336.0,1616.0
ALL_HOLDOUT,holdout,item_topdown,22-28,0.5343955233707507,336.0,1670.0
ALL_HOLDOUT,holdout,item_topdown,8-14,0.44802676114308343,336.0,1839.0
ALL_HOLDOUT,holdout,lgbm,1-7,0.4401920266134513,336.0,2022.0
ALL_HOLDOUT,holdout,lgbm,15-21,0.5749411933751251,336.0,1616.0
ALL_HOLDOUT,holdout,lgbm,22-28,0.5781134397061712,336.0,1670.0
ALL_HOLDOUT,holdout,lgbm,8-14,0.5598762765822554,336.0,1839.0
ALL_HOLDOUT,holdout,wbaseline,1-7,0.37490075818683133,336.0,2022.0
ALL_HOLDOUT,holdout,wbaseline,15-21,0.482392006821152,336.0,1616.0
ALL_HOLDOUT,holdout,wbaseline,22-28,0.4456846733838327,336.0,1670.0
ALL_HOLDOUT,holdout,wbaseline,8-14,0.39656795959309743,336.0,1839.0
ALL_SELECTION,selection,ensemble_bucket_selected,1-7,0.44785217256283655,1344.0,3251.0
ALL_SELECTION,selection,ensemble_bucket_selected,15-21,0.4568895210811308,1344.0,4750.0
ALL_SELECTION,selection,ensemble_bucket_selected,22-28,0.43977010106999886,1344.0,5296.0
ALL_SELECTION,selection,ensemble_bucket_selected,8-14,0.43393055617720205,1344.0,3976.0
ALL_SELECTION,selection,ensemble_selected,1-7,0.4446294646901119,1344.0,3251.0
ALL_SELECTION,selection,ensemble_selected,15-21,0.45668162493451975,1344.0,4750.0
ALL_SELECTION,selection,ensemble_selected,22-28,0.43977010106999886,1344.0,5296.0
ALL_SELECTION,selection,ensemble_selected,8-14,0.43393055617720205,1344.0,3976.0
ALL_SELECTION,selection,etr,1-7,0.4446294646901119,1344.0,3251.0
ALL_SELECTION,selection,etr,15-21,0.45668162493451975,1344.0,4750.0
ALL_SELECTION,selection,etr,22-28,0.43977010106999886,1344.0,5296.0
ALL_SELECTION,selection,etr,8-14,0.43393055617720205,1344.0,3976.0
ALL_SELECTION,selection,item_topdown,1-7,0.41614153798374637,1344.0,3251.0
ALL_SELECTION,selection,item_topdown,15-21,0.36322880081120706,1344.0,4750.0
ALL_SELECTION,selection,item_topdown,22-28,0.3418572815298706,1344.0,5296.0
ALL_SELECTION,selection,item_topdown,8-14,0.38664437931149664,1344.0,3976.0
ALL_SELECTION,selection,lgbm,1-7,0.42094759719773994,1344.0,3251.0
ALL_SELECTION,selection,lgbm,15-21,0.4091182278303435,1344.0,4750.0
ALL_SELECTION,selection,lgbm,22-28,0.3612534526717169,1344.0,5296.0
ALL_SELECTION,selection,lgbm,8-14,0.39691420232244823,1344.0,3976.0
ALL_SELECTION,selection,wbaseline,1-7,0.37583811847298365,1344.0,3251.0
ALL_SELECTION,selection,wbaseline,15-21,0.33546344957948093,1344.0,4750.0
ALL_SELECTION,selection,wbaseline,22-28,0.31237811136763016,1344.0,5296.0
ALL_SELECTION,selection,wbaseline,8-14,0.3615448194438503,1344.0,3976.0
